city_key,city,source_id,basis_category,multiplier_or_floor,release_trigger_category,schedule_form_category,intermediate_steps_category,terminal_condition_category,final_retained_5pct,extra_condition_after_first_registration,n_release_steps,share_drawable_at_topout,final_retained_share,n_release_steps_status,share_drawable_at_topout_status,final_retained_share_status,evidence_excerpt,full_policy_text_used,source_file,source_sheet,dep_template_id,dep_stage_count_total,dep_active_stage_count,dep_stage_keys,dep_stage_names,dep_active_stage_names,dep_stage_mapping_status,dep_topout_stage_key,dep_registration_stage_key,dep_n_release_steps,dep_share_drawable_at_topout,dep_final_retained_share,dep_topout_status,dep_final_retained_status,dep_attribute_layer,dep_stage_ratio_definition,dep_source_file,dep_source_workbook,dep_mapping_version
义乌,义乌,Yiwu-2,approved construction cost,with multiplier or floor,successive inspection stages,drawdown ceiling,specified,5% retained,True,False,6.0,0.4,0.05,numbered clauses in evidence excerpt,explicit percentage near 主体结构验收; midpoint used for a stated range,manual 5% retained flag,监管额度内资金按照商品房开发项目建设进度核拨： (1)取得预售证后，完成主体结构验收前，累计申请使用资金额度不得超过监管额度的40%; (2)完成主体结构验收后，单位工程质量竣工验收前，累计申请使用资金额度不得超过监管额度的55%; (3)完成单位工程质量竣工验收后，竣工验收备案前，累计申请使用资金额度不得超过监管额度的70%; (4)完成竣工验收备案后，不动产首次 | 监管账户内资金已达到规定的监管额度，于是向市建设局提出了保函置换预售监管资金的申请，希望能盘活资金用于企业发展 | 累计申请使用资金额度不得超过监管额度的40%; (2)完成主体结构验收后，单位工程质量竣工验收前，累计申请使用资金额度不得超过监管额度的55%; (3)完成单位工程质量竣工验收后，竣工验收备案前，累计申请使用资金额度不得超过监管额度的70%; (4)完成竣工验收备案后，不动产首次登记前，累计申请使用资金额度不得超过监管额度的85%; (5)完成不动产首次登记后，解除商品 | 完成主体结构验收前，累计申请使用资金额度不得超过监管额度的40%; (2)完成主体结构验收后，单位工程质量竣工验收前，累计申请使用资金额度不得超过监管额度的55%; (3)完成单位工程质量竣工验收后，竣工验收备案前，累计申请使用资金额度不得超过监管额度的70%; (4)完成竣工验收备案后，不动产首次登记前，累计申请使用资金额度不得超过监管额度的85%; (5)完成不动产首次登记后，解除商品房预售资金监管前，累,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,5,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|阶段2|竣备|阶段4|阶段5,partial_named_milestones,,,5,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
乐东,乐东,Ledong-3,approved construction cost,with multiplier or floor,named administrative certificates,retained balance,specified,condition beyond first registration,True,True,3.0,,0.05,explicit Chinese count in evidence excerpt,not explicitly parseable from retained excerpt,manual 5% retained flag,监管账户内的资金不得低于项目总建设费用(含税)的5% | 完成初始登记并达到购房人可单方办理转移登记的条件后中止,True,policy_identification_filled.xlsx,City_audit,4stage_Mcost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.3,0.625,cumulative_same_denominator_stage_shares,terminal_stage_share:within_cohort_amount_share,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
乐山,乐山,Leshan-3,approved construction cost,,successive inspection stages,retained balance,specified,other / unclear,False,False,3.0,0.9,,numbered clauses in evidence excerpt,explicit percentage near 封顶; midpoint used for a stated range,not explicitly parseable from retained excerpt,监管额度 | 监管账户内的资金始终未达到监管总额，且形象进度及监管账户余额不满足规定要求，但急需资金用于工程建设的，或者出现重大经营性风险、可能引发重大矛盾纠纷的，经监管部门核实并集体研究同意后，将该项目纳入重点监管，并根据实际情况调整监管比例、支取比例 | 完成内外墙抹灰、完成消防及电梯安装、完成室外绿化及配套工程、取得竣工验收备案书,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,1,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|确权|阶段5,阶段1,partial_named_milestones,,,1,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
九江,九江,Jiujiang-2,presale proceeds,,verified physical milestones,retained balance,specified but count unavailable,condition beyond first registration,False,True,,0.30000000000000004,,not explicitly countable from retained excerpt,explicit percentage near 主体结构封顶; midpoint used for a stated range,not explicitly parseable from retained excerpt,监管额度、违约责任等内容，具体由监管部门会同经办银行共同制定并公布 | 监管账户内资金进账达到监管额度标准、且无停工、逾期交付等信用信誉优秀的开发企业，严格按《中国银保监会办公厅住房和城乡建设部办公厅中国人民银行办公厅关于商业银行出具保函置换预售监管资金有关工作的通知》（银保监办发〔2022〕104号）要求，用商业银行出具的见索即付性现金保函等额置换预售监管资金，保函置换金额不得超过监管账户中确保项目竣工交付所需的资金额度的30%，置换后 | 完成新建物业承接查验及不动产首次登记为止,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.2,1.0,cumulative_same_denominator_stage_shares,terminal_stage_share:within_cohort_amount_share,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
五指山,五指山,Wuzhishan-3,approved construction cost,with multiplier or floor,successive inspection stages,找不到/未明确,specified but count unavailable,other / unclear,False,False,,,,not explicitly countable from retained excerpt,not explicitly parseable from retained excerpt,not explicitly parseable from retained excerpt,监管额度和拨付节点 | 监管账户内的资金达到监管额度后，超出部分可由开发企业自行提取使用 | 完成房屋所有权首次登记后终止,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|装修|竣备|确权,complete_named_milestones,stage_1,stage_4,4,0.3,0.1,cumulative_same_denominator_stage_shares,terminal_stage_share:monthly_revenue_stage_ratio,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
佛山,佛山,Foshan-2,presale proceeds,,successive inspection stages,retained balance,specified but count unavailable,condition beyond first registration,False,True,,0.9,,not explicitly countable from retained excerpt,explicit percentage near 主体结构封顶; midpoint used for a stated range,not explicitly parseable from retained excerpt,"监管账户内的预售款不得低于项目销售总额的10% | 完成商品房首次登记前,监管账户内的预售款不得低于项目销售总额的1%",True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,4,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|阶段2|竣备|阶段4,partial_named_milestones,,,4,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
信阳,信阳,Xinyang-3,,,verified physical milestones,找不到/未明确,specified but count unavailable,other / unclear,False,False,,,,not explicitly countable from retained excerpt,not explicitly parseable from retained excerpt,not explicitly parseable from retained excerpt,监管额度以及违约责任等签订统一格式的三方协议（以下简称《监管协议》）,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,5,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|主体|竣备|竣备|阶段5,阶段1|主体|竣备|竣备|阶段5,partial_named_milestones,stage_2,,5,0.5,,cumulative_same_denominator_stage_shares,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
儋州,儋州,Danzhou-3,approved construction cost,with multiplier or floor,named administrative certificates,drawdown ceiling,specified,condition beyond first registration,True,True,2.0,0.5,0.05,numbered clauses in evidence excerpt,explicit percentage near 主体结构封顶; midpoint used for a stated range,manual 5% retained flag,监管额度后，房地产开发企业可以使用规定留存的预售监管资金额度以外的其他预售资金，优先用于本项目工程有关建设 | 监管账户内累计预售资金超过重点监管额度后，监管银行应告知监管部门和房地产开发企业，房地产开发企业可自行提取重点监管额度以外的资金，优先用于预售项目工程建设和偿还本项目贷款等 | 完成、初始登记、具备办理产权转移登记条件五个环节设置资金使用节点： （一）项目主体结构封顶时，使用资金额度不得超过重点监管资金总额的50%,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,3,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,主体|竣备|确权,complete_named_milestones,stage_1,stage_4,3,1.0,0.2167473654229564,cumulative_same_denominator_stage_shares,terminal_stage_share:monthly_revenue_stage_ratio,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
六安,六安,Lu'an-3,,,no intermediate steps,找不到/未明确,none specified,other / unclear,False,False,0.0,,,explicit no-intermediate-steps label,not explicitly parseable from retained excerpt,not explicitly parseable from retained excerpt,市住建局召开贯彻落实《六安市商品房预售资金监管实施细则》工作部署会 信息来源：市住房发展中心 发布时间：2023-04-21 09:02 为贯彻落实《六安市商品房预售资金监管实施细则》工作要求，加强预售资金监督管理，做好政银资金监管系统对接工作，4月20日下午，市住建局召开专题贯彻落实会议。市住建局二级调研员倪世平、市住房发展中心相关科室负责人及城区13家商业银行负责人参加会议，会议由市住房发展中心主任杜冰主持。 会议传达学习了近期修订的《六安市商品房预售资金监管实施细则》文件精神和内容要点，通报了部分商业银行在贯彻执行预售资金监管相关规定的过程存在的问题，同时对下一步政银系统信息化建设提出具体要求。各商业银行负责人在表态发言中纷纷表示，今后会更加严格履行监管责任，积极做好资金监管系统对接，共同维护商品房预售资金监管安全。 针对商品房预售资金监管工作中存在的问题，市住建局二级调研员倪世平在总结讲话中提出四点要求。一是提高认识，充分认识资金监管工作的重要性，各银行要认真学习新的资金监管实施细则，传达会议精神，加强对资金监管的重视程度；二是落实工作责任，各银行要严格履行监管责任，提升资金监管从业人员业务水平；三是坚持以个别银行出现的问题为导向，举一反三，全面梳理排查银行在资金监管方面存在的漏洞；四是加强沟通联系，优化政银资金监管系统，确保监管关联数据信息实时传输共享等功能。希望各家银行与住建部门一道共同做好商品房预售资金监管工作，助力我市房产交易市场平稳发展。 ==== 中华人民共和国建设部令第131号 城市商品房预售管理办法 发布时间：2023-06-14 08:38 信息来源：,True,policy_identification_filled.xlsx,City_audit,5stage_Pcost,5,4,stage_1|stage_2|stage_3|stage_4|stage_5,阶段1|阶段2|竣备|阶段4|阶段5,阶段1|阶段2|竣备|阶段4,partial_named_milestones,,,4,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
兰州,兰州,Lanzhou-2,approved construction cost,with multiplier or floor,named administrative certificates,drawdown ceiling,specified but count unavailable,5% retained,True,False,,0.8,0.05,not explicitly countable from retained excerpt,explicit percentage near 主体结构验收; midpoint used for a stated range,manual 5% retained flag,监管额度=（单方工程造价+装修单方造价）*预测绘报告面积*110%，单方工程造价原则上不得低于3600元/㎡ 按照工程进度予以拨付 / 项目建设必须的工程进度款、建筑材料、设备、配套设施、装修、工程监理、税金等 监管账户中确保在建项目竣工交付所需的资金额度作为监管额度，由监管部门综合核定 | 累计申请使用的资金额度不得超过监管额度的65%; 2.完成主体结构验收后，工程质量竣工验收前，房地产开发企业累计申请使用的资金额度不得超过监管额度的80%; 3.完成工程质量竣工验收后，竣工验收备案前，房地产开发企业累计申请使用的资金额度不得超过监管额度的 90%; 4.完成竣工验收备案后，不动产首次登记前，房地产开发企业累计申请使用的资金额度不得超过监管额度的95%; | 完成项目房屋所有权首次登记,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,4,stage_1|stage_2|stage_3|stage_4,三分之二|阶段2|竣备|确权,三分之二|阶段2|竣备|确权,partial_named_milestones,,stage_4,4,,1.0,not_estimable:topout_stage_name_unmapped,terminal_stage_share:within_cohort_amount_share,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
北京,北京,Beijing-1,approved construction cost,with multiplier or floor,named administrative certificates,retained balance,specified,condition beyond first registration,True,True,4.0,,0.05,explicit Chinese count in evidence excerpt,not explicitly parseable from retained excerpt,manual 5% retained flag,监管额度和建设周期，项目可不进行预售资金监管 | 监管账户内资金达到住房和城乡建设部门规定的监管额度后，房地产企业可向商业银行申请出具保函置换监管额度内资金，保函置换金额不得超过监管账户中确保项目竣工交付所需的资金额度的30%，置换后的监管资金不得低于监管账户中确保项目竣工交付所需的资金额度的70%” | 完成、主体结构完成、竣工验收备案、首次登记完成四个环节设置资金使用节点,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,1,stage_1|stage_2|stage_3|stage_4,三分之二|阶段2|竣备|确权,三分之二,partial_named_milestones,,,1,,,not_estimable:topout_stage_name_unmapped,not_estimable:registration_stage_name_unmapped,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
北海,北海,Beihai-3,approved construction cost,with multiplier or floor,verified physical milestones,drawdown ceiling,specified but count unavailable,other / unclear,False,False,,0.25,,not explicitly countable from retained excerpt,explicit percentage near 主体结构; midpoint used for a stated range,not explicitly parseable from retained excerpt,监管额度具体计算公式为：监管额度＝120%×施工合同价总额 | 监管账户内的资金达到监管额度后，超出监管额度的资金可由开发企业提取使用 | 完成房屋所有权首次登记后止,True,policy_identification_filled.xlsx,City_audit,4stage_Ncost,4,2,stage_1|stage_2|stage_3|stage_4,主体|装修|竣备|确权,竣备|确权,partial_named_milestones,,stage_4,2,,1.0,not_estimable:topout_stage_name_unmapped,terminal_stage_share:within_cohort_amount_share,expert_calibrated_operational_proxy_pending_source_mapping,monthly-revenue stage ratio or within-cohort amount share; not automatically a policy percentage,external/Modelling Dep/41_Cities_Dep/city_catalog.json,data/pmc_data.xlsx,dep-operational-h1-v1
